BusinessName_PharmacyName,BusinessName_PharmacyName1,Website,EndDate_MembershipType
"
		Meijer, Inc
		
		2929 Walker Avenue NWGrand Rapids, MI 49544
		
		[+] 242 Stores
		[-] 242 Stores
	",[+] 242 Stores,"
		www.meijer.com


	if (""www.meijer.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""689_WEBADDR"").href = ""www.meijer.com"";
	}

www.meijerspecialtypharmacy.com 


	if (""www.meijerspecialtypharmacy.com "".indexOf(""http"") != -1)
	{
		document.getElementById(""1725_WEBADDR"").href = ""www.meijerspecialtypharmacy.com "";
	}


	","
		
		Reaccreditation in process
		
		
		
		Open to all
	"
"
		Millennial Benefit Management Corporation dba GeniusRX
		
		622 Banyan Trail STE 614Boca Raton, FL 33431
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.geniusrx.com


	if (""www.geniusrx.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""2542_WEBADDR"").href = ""www.geniusrx.com"";
	}


	","
		
		04/22/25
		
		
		
		Open to all
	"
"
		Mini Pharmacy Enterprises, Inc.
		
		2425 Porter StreetLos Angeles, CA 90021
		
		[+]  Stores
		[-]  Stores
	",[+]  Stores,"
		
	","
		
		02/11/25
		
		
		
		
	"
"
		MobiMeds, Inc dba The Pill Club
		
		411 Borel AveSan Mateo, CA 94402
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.thepillclub.com


	if (""www.thepillclub.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1209_WEBADDR"").href = ""www.thepillclub.com"";
	}


	","
		
		08/31/23
		
		
		
		Open to all
	"
"
		Noble Health Services, Inc.
		
		6040 Tarbell RoadSyracuse, NY 13206
		
		[+] 2 Stores
		[-] 2 Stores
	",[+] 2 Stores,"
		www.noblehealthservices.com


	if (""www.noblehealthservices.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1272_WEBADDR"").href = ""www.noblehealthservices.com"";
	}


	","
		
		09/07/23
		
		
		
		Open to all
	"
"
		North Coast Medical Supply, LLC dba Advanced Diabetes Supply
		
		2544 Campbell Pl, Suite 150Carlsbad, CA 92009
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.northcoastmed.com


	if (""www.northcoastmed.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""690_WEBADDR"").href = ""www.northcoastmed.com"";
	}


	","
		
		06/03/25
		
		
		
		Open to all
	"
"
		OncoMed Specialty LLC dba Onco360 Oncology Pharmacy
		
		13410 Eastpoint Centre Drive, Suite 101Louisville, KY 40223
		
		[+] 7 Stores
		[-] 7 Stores
	",[+] 7 Stores,"
		www.onco360.com


	if (""www.onco360.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1436_WEBADDR"").href = ""www.onco360.com"";
	}


	","
		
		12/20/24
		
		
		
		Open to all
	"
"
		OptumRx, Inc
		
		2300 Main StIrvine, CA 92614
		
		[+] 13 Stores
		[-] 13 Stores
	",[+] 13 Stores,"
		www.optumrx.com


	if (""www.optumrx.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""696_WEBADDR"").href = ""www.optumrx.com"";
	}

www.briovarx.com


	if (""www.briovarx.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1445_WEBADDR"").href = ""www.briovarx.com"";
	}


	","
		
		04/20/23
		
		
		
		Membership Required
	"
"
		Orsini Pharmaceutical Services, LLC dba Orsini Health Care
		
		1111 Nicholas BlvdElk Grove Village, IL 60007
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.orsinihealthcare.com/


	if (""www.orsinihealthcare.com/"".indexOf(""http"") != -1)
	{
		document.getElementById(""209_WEBADDR"").href = ""www.orsinihealthcare.com/"";
	}


	","
		
		03/07/25
		
		
		
		Open to all
	"
"
		PANTHERx Specialty LLC
		
		24 Summit Park DrPittsburgh, PA 15275
		
		[+] 2 Stores
		[-] 2 Stores
	",[+] 2 Stores,"
		www.pantherxrare.com


	if (""www.pantherxrare.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1988_WEBADDR"").href = ""www.pantherxrare.com"";
	}


	","
		
		01/22/24
		
		
		
		Open to all
	"
"
		Pharma Buddies Corp
		
		5860 N Orange Blossom TrailOrlando, FL 32810
		
		[+] 2 Stores
		[-] 2 Stores
	",[+] 2 Stores,"
		www.rosemontspecialtyrx.com/


	if (""www.rosemontspecialtyrx.com/"".indexOf(""http"") != -1)
	{
		document.getElementById(""1808_WEBADDR"").href = ""www.rosemontspecialtyrx.com/"";
	}


	","
		
		02/13/23
		
		
		
		
	"
"
		PharmaMedRx LLC dba Mint Pharmacy and Skin Clinic
		
		1201 US Highway 1North Palm Beach, FL 33408
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.mintrxpharmacy.com


	if (""www.mintrxpharmacy.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1263_WEBADDR"").href = ""www.mintrxpharmacy.com"";
	}


	","
		
		Reaccreditation in process
		
		
		
		Open to all
	"
"
		PillPack LLC dba PillPack by Amazon Pharmacy
		
		250 Commercial St, Suite 2012Manchester, NH 03101
		
		[+] 8 Stores
		[-] 8 Stores
	",[+] 8 Stores,"
		www.amazon.com


	if (""www.amazon.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""2303_WEBADDR"").href = ""www.amazon.com"";
	}

www.pillpack.com


	if (""www.pillpack.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""234_WEBADDR"").href = ""www.pillpack.com"";
	}

www.pillpack.pharmacy


	if (""www.pillpack.pharmacy"".indexOf(""http"") != -1)
	{
		document.getElementById(""794_WEBADDR"").href = ""www.pillpack.pharmacy"";
	}


	","
		
		08/11/23
		
		
		
		Open to all
	"
"
		Postmeds Inc dba TruePill 
		
		3121 Diablo AveHayward, CA 94545
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		truepill.pharmacy


	if (""truepill.pharmacy"".indexOf(""http"") != -1)
	{
		document.getElementById(""1579_WEBADDR"").href = ""truepill.pharmacy"";
	}

www.truepill.com


	if (""www.truepill.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1457_WEBADDR"").href = ""www.truepill.com"";
	}


	","
		
		Reaccreditation in process
		
		
		
		Open to All
	"
"
		Powerhouse Pharmacy LLC
		
		4740 W Mockingbird Ln, Suite 100BDallas, TX 75209
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.powerhousepharmacy.com


	if (""www.powerhousepharmacy.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""2198_WEBADDR"").href = ""www.powerhousepharmacy.com"";
	}


	","
		
		08/15/24
		
		
		
		
	"
"
		Ridgeway Pharmacy, Ltd
		
		2824 N Hwy 93Victor, MT 59875
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.ridgeway.pharmacy


	if (""www.ridgeway.pharmacy"".indexOf(""http"") != -1)
	{
		document.getElementById(""786_WEBADDR"").href = ""www.ridgeway.pharmacy"";
	}


	","
		
		Reaccreditation in process
		
		
		
		Open to all
	"
"
		Ron Group, LLC
		
		1501 Belle Isle AveMount Pleasant, SC 29464
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.blueskyspecialtypharmacy.com


	if (""www.blueskyspecialtypharmacy.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""2175_WEBADDR"").href = ""www.blueskyspecialtypharmacy.com"";
	}


	","
		
		04/18/25
		
		
		
		
	"
"
		Rx Outreach Inc
		
		3171 Riverport Tech Center DrMaryland Heights, MO 63043
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.rxoutreach.org


	if (""www.rxoutreach.org"".indexOf(""http"") != -1)
	{
		document.getElementById(""286_WEBADDR"").href = ""www.rxoutreach.org"";
	}

www.rxoutreach.pharmacy


	if (""www.rxoutreach.pharmacy"".indexOf(""http"") != -1)
	{
		document.getElementById(""797_WEBADDR"").href = ""www.rxoutreach.pharmacy"";
	}


	","
		
		10/07/23
		
		
		
		Open to all
	"
"
		Rx To Go, LLC
		
		14543 Global Parkway, Suite 100Fort Myers, FL 33913
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.flcancer.com


	if (""www.flcancer.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1306_WEBADDR"").href = ""www.flcancer.com"";
	}


	","
		
		03/29/24
		
		
		
		
	"
"
		Saint Peters Community Pharmacy
		
		4885 Mexico RoadSaint Peters, MO 63376
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.stpeterscommunitypharmacy.com/


	if (""www.stpeterscommunitypharmacy.com/"".indexOf(""http"") != -1)
	{
		document.getElementById(""1560_WEBADDR"").href = ""www.stpeterscommunitypharmacy.com/"";
	}

www.spcpharmacy.com


	if (""www.spcpharmacy.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1561_WEBADDR"").href = ""www.spcpharmacy.com"";
	}


	","
		
		04/01/23
		
		
		
		
	"
"
		Schraft's 2.0
		
		3 Wing Drive, Ste 102Cedar Knolls, NJ 07927
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.schrafts2.com


	if (""www.schrafts2.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""2129_WEBADDR"").href = ""www.schrafts2.com"";
	}


	","
		
		05/26/25
		
		
		
		Opren to all
	"
"
		Scripts Rx
		
		1815 S Meyers RoadOakbrook Terrace, IL 60181
		
		[+] 2 Stores
		[-] 2 Stores
	",[+] 2 Stores,"
		www.scriptsrxpharmacy.com


	if (""www.scriptsrxpharmacy.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""2252_WEBADDR"").href = ""www.scriptsrxpharmacy.com"";
	}

agora-rx.com


	if (""agora-rx.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""2282_WEBADDR"").href = ""agora-rx.com"";
	}


	","
		
		02/14/25
		
		
		
		
	"
"
		Senderra Rx Partners, LLC dba Senderra Specialty Pharmacy
		
		1301 E Arapaho Rd Ste 101Richardson, TX 75081
		
		[+] 3 Stores
		[-] 3 Stores
	",[+] 3 Stores,"
		www.senderrarx.com


	if (""www.senderrarx.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""877_WEBADDR"").href = ""www.senderrarx.com"";
	}


	","
		
		03/09/23
		
		
		
		Open to all
	"
"
		Shan-Pham Diversified Holdings, Inc
		
		12946 Dairy Ashford RdSugar Land, TX 77478
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		medhope.pharmacy


	if (""medhope.pharmacy"".indexOf(""http"") != -1)
	{
		document.getElementById(""2242_WEBADDR"").href = ""medhope.pharmacy"";
	}


	","
		
		10/18/24
		
		
		
		
	"
"
		Solera Specialty Pharmacy, LLC
		
		2100 Park Central Blvd NorthPompano Beach, FL 33064
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.solerarx.com


	if (""www.solerarx.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1281_WEBADDR"").href = ""www.solerarx.com"";
	}


	","
		
		09/07/23
		
		
		
		Open to all
	"
"
		SortPak Rx, Inc.
		
		124 S. Glendale AveGlendale, CA 91205
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		 www.sortpak.com


	if ("" www.sortpak.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""2065_WEBADDR"").href = "" www.sortpak.com"";
	}


	","
		
		09/11/23
		
		
		
		Open to All
	"
"
		SP2, LLC
		
		3740 St Johns Bluff Rd S ste 19Jacksonville, FL 32224
		
		[+] 2 Stores
		[-] 2 Stores
	",[+] 2 Stores,"
		www.smrtrx.net


	if (""www.smrtrx.net"".indexOf(""http"") != -1)
	{
		document.getElementById(""1402_WEBADDR"").href = ""www.smrtrx.net"";
	}


	","
		
		02/11/25
		
		
		
		
	"
"
		Synergen Rx, LLC
		
		3990 Flowers Rd, Ste 530Doraville, GA 30360
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.synergenrx.com


	if (""www.synergenrx.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""2131_WEBADDR"").href = ""www.synergenrx.com"";
	}


	","
		
		11/09/23
		
		
		
		
	"
"
		The Kroger Co
		
		555 Race StCincinnati, OH 45202
		
		[+] 2330 Stores
		[-] 2330 Stores
	",[+] 2330 Stores,"
		www.bakersplus.com


	if (""www.bakersplus.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1407_WEBADDR"").href = ""www.bakersplus.com"";
	}

www.citymarket.com


	if (""www.citymarket.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1408_WEBADDR"").href = ""www.citymarket.com"";
	}

www.dillons.com


	if (""www.dillons.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1409_WEBADDR"").href = ""www.dillons.com"";
	}

www.fredmeyer.com


	if (""www.fredmeyer.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1411_WEBADDR"").href = ""www.fredmeyer.com"";
	}

www.frysfood.com


	if (""www.frysfood.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1412_WEBADDR"").href = ""www.frysfood.com"";
	}

www.gerbes.com


	if (""www.gerbes.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1413_WEBADDR"").href = ""www.gerbes.com"";
	}

www.jaycfoods.com


	if (""www.jaycfoods.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1414_WEBADDR"").href = ""www.jaycfoods.com"";
	}

www.kingsoopers.com


	if (""www.kingsoopers.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1415_WEBADDR"").href = ""www.kingsoopers.com"";
	}

www.kroger.com


	if (""www.kroger.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1416_WEBADDR"").href = ""www.kroger.com"";
	}

www.owensmarket.com


	if (""www.owensmarket.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1418_WEBADDR"").href = ""www.owensmarket.com"";
	}

www.pay-less.com


	if (""www.pay-less.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1419_WEBADDR"").href = ""www.pay-less.com"";
	}

www.qfc.com


	if (""www.qfc.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1420_WEBADDR"").href = ""www.qfc.com"";
	}

www.ralphs.com


	if (""www.ralphs.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1421_WEBADDR"").href = ""www.ralphs.com"";
	}

www.smithsfoodanddrug.com


	if (""www.smithsfoodanddrug.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1422_WEBADDR"").href = ""www.smithsfoodanddrug.com"";
	}

www.ppsrx.com


	if (""www.ppsrx.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1449_WEBADDR"").href = ""www.ppsrx.com"";
	}


	","
		
		09/06/24
		
		
		
		Open to all
	"
"
		The MetroHealth System
		
		9885 Rockside Rd, OH 44125
		
		[+] 2 Stores
		[-] 2 Stores
	",[+] 2 Stores,"
		metrohealth.pharmacy


	if (""metrohealth.pharmacy"".indexOf(""http"") != -1)
	{
		document.getElementById(""1905_WEBADDR"").href = ""metrohealth.pharmacy"";
	}


	","
		
		12/05/23
		
		
		
		
	"
"
		Trillium Health, Inc.
		
		259 Monroe Ave.Rochester, NY 14607
		
		[+] 2 Stores
		[-] 2 Stores
	",[+] 2 Stores,"
		mylocalrx.org


	if (""mylocalrx.org"".indexOf(""http"") != -1)
	{
		document.getElementById(""1151_WEBADDR"").href = ""mylocalrx.org"";
	}


	","
		
		Reaccreditation in process
		
		
		
		Open to all
	"
"
		Triple SR Pharmacy Inc
		
		330 N Brand Blvd Ste 155Glendale, CA 91203
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.hopesp.com


	if (""www.hopesp.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1973_WEBADDR"").href = ""www.hopesp.com"";
	}

www.pharm-assist.com


	if (""www.pharm-assist.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1974_WEBADDR"").href = ""www.pharm-assist.com"";
	}


	","
		
		12/18/22
		
		
		
		Open to All
	"
"
		Unicare Pharmacy, Inc dba MedicoRx Specialty Pharmacy 
		
		7039 Valjean AveVan Nuys, CA 91406
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.medicorx.com


	if (""www.medicorx.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""448_WEBADDR"").href = ""www.medicorx.com"";
	}


	","
		
		Reaccreditation in process
		
		
		
		Open to all
	"
"
		Union Pacific Railroad Employees Health Systems, Inc
		
		1040 North 2200 WestSalt Lake City, UT 84116
		
		[+] 2 Stores
		[-] 2 Stores
	",[+] 2 Stores,"
		staging.depotdrug.com


	if (""staging.depotdrug.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1573_WEBADDR"").href = ""staging.depotdrug.com"";
	}


	","
		
		02/13/23
		
		
		
		Open to all
	"
"
		University of Chicago Medical Center
		
		5758 S. Maryland AveChicago, IL 60637
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		
	","
		
		07/10/25
		
		
		
		
	"
"
		US Med Acquisition, Inc.
		
		1480 NW 79 AveDoral, FL 33126
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.usmed-rx.com


	if (""www.usmed-rx.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1390_WEBADDR"").href = ""www.usmed-rx.com"";
	}


	","
		
		03/18/24
		
		
		
		Open to all
	"
"
		Vitalab Pharmacy Inc
		
		4045 E Bell Rd, Ste 163Phoenix, AZ 85032
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.vascorx.com


	if (""www.vascorx.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""612_WEBADDR"").href = ""www.vascorx.com"";
	}


	","
		
		Reaccreditation in process
		
		
		
		Open to all
	"
"
		Wake Forest University Baptist Medical Center dba North Carolina Baptist Hospital
		
		Medical Center BlvdWinston-Salem, NC 27157
		
		[+] 7 Stores
		[-] 7 Stores
	",[+] 7 Stores,"
		prescriptions.wakehealth.edu/


	if (""prescriptions.wakehealth.edu/"".indexOf(""http"") != -1)
	{
		document.getElementById(""872_WEBADDR"").href = ""prescriptions.wakehealth.edu/"";
	}


	","
		
		03/05/24
		
		
		
		Open to All
	"
"
		Wal-Mart, Inc
		
		702 SW 8th StBentonville, AR 72716
		
		[+] 5188 Stores
		[-] 5188 Stores
	",[+] 5188 Stores,"
		www.walmart.com/cp/pharmacy/5431


	if (""www.walmart.com/cp/pharmacy/5431"".indexOf(""http"") != -1)
	{
		document.getElementById(""701_WEBADDR"").href = ""www.walmart.com/cp/pharmacy/5431"";
	}

www.samsclub.com


	if (""www.samsclub.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1454_WEBADDR"").href = ""www.samsclub.com"";
	}


	","
		
		Reaccreditation in process
		
		
		
		Open to all
	"
"
		Walgreen Co
		
		200 Wilmot RdDeerfield, IL 60015
		
		[+] 9757 Stores
		[-] 9757 Stores
	",[+] 9757 Stores,"
		www.walgreens.com


	if (""www.walgreens.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""584_WEBADDR"").href = ""www.walgreens.com"";
	}

alliancerxwp.com 


	if (""alliancerxwp.com "".indexOf(""http"") != -1)
	{
		document.getElementById(""2422_WEBADDR"").href = ""alliancerxwp.com "";
	}


	","
		
		Reaccreditation in process
		
		
		
		Open to all
	"
"
		Weis Markets, Inc
		
		1000 South Second StreetSunbury, PA 17801
		
		[+] 125 Stores
		[-] 125 Stores
	",[+] 125 Stores,"
		www.weismarkets.com


	if (""www.weismarkets.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""2047_WEBADDR"").href = ""www.weismarkets.com"";
	}


	","
		
		05/29/23
		
		
		
		Open to all
	"
"
		WellDyneRx, LLC
		
		500 Eagles LandingLakeland, FL 33810
		
		[+] 4 Stores
		[-] 4 Stores
	",[+] 4 Stores,"
		www.welldynerx.com


	if (""www.welldynerx.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1377_WEBADDR"").href = ""www.welldynerx.com"";
	}

www.usspecialtycare.com


	if (""www.usspecialtycare.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""1378_WEBADDR"").href = ""www.usspecialtycare.com"";
	}


	","
		
		Reaccreditation in process
		
		
		
		Membership Required
	"
"
		Your Rx Pharmacy, Inc
		
		2637 Ira  E Woods Ave, Suite 200Grapevine, TX 76051
		
		[+] 1 Stores
		[-] 1 Stores
	",[+] 1 Stores,"
		www.yourrxpharmacy.com


	if (""www.yourrxpharmacy.com"".indexOf(""http"") != -1)
	{
		document.getElementById(""846_WEBADDR"").href = ""www.yourrxpharmacy.com"";
	}


	","
		
		01/29/23
		
		
		
		Open to all
	"
